nodeId	coords	edges
4858518_7	[47.37155946519151, 8.545891903815066, 470.2092213202268]	['6105061_9', '4869551_10', '4858518_0']
6150126_3	[47.37854423492376, 8.541150297676964, 454.83052325062454]	['4858269_0', '4869323_17', '6150129_0']
4858518_0	[47.37091506847152, 8.547035289353804, 473.9637721199542]	['4864831_10', '4858520_0', '4858518_7', '6388674_6']
4868908_3	[47.37607924189582, 8.535895336070238, 456.15334078203887]	['4868908_0', '6117276_1', '6244911_4', '4865386_0']
4868908_0	[47.376047877187816, 8.535784344352622, 456.11953556351364]	['4869516_0', '6117276_1', '4868908_3', '6115916_2']
4741777_1	[47.36408253094049, 8.522834813153587, 474.60521296504885]	['4741777_0', '4741711_29', '4741825_4']
4741777_0	[47.36420227520362, 8.522865472663975, 474.6608655946329]	['4741777_1']
4867595_6	[47.37712488422877, 8.547300525841344, 499.30107779428363]	['4861352_9', '6245073_0', '6245190_0']
4858587_0	[47.38172931542923, 8.52992712219125, 453.65939498879015]	['4858238_0', '6145017_8', '4860372_0']
4859194_0	[47.37216160661558, 8.55339683528446, 486.2890550037846]	['6104902_0', '4869079_3', '4864813_5']
6234122_1	[47.38894460645763, 8.515887308120206, 449.92139909323305]	['6234122_0', '6234825_6', '6233867_0', '6133139_0']
4862099_0	[47.3704346761604, 8.544425213185441, 467.301675257273]	['6106510_12', '4862101_0', '4862099_7']
6388622_7	[47.38491315823794, 8.525038726673529, 452.0008818442002]	['4861357_0']
4858559_0	[47.38437057375136, 8.554659288611198, 603.8844736851752]	['4859276_6', '6125662_0', '4858564_7', '4859276_6']
6245433_0	[47.37114309911615, 8.541871847398689, 455.9463763516396]	['6247120_0', '4861942_0', '6245462_0']
4857986_5	[47.38685527776235, 8.530862127384621, 452.0388804571703]	['6159823_2', '6159822_9', '4868450_4']
6106667_0	[47.372595948370666, 8.547484028714925, 468.7268738783896]	['6105033_7', '4858520_0', '6105033_0']
4859193_0	[47.371012705741194, 8.543269599624592, 455.8153119413182]	['4859193_11', '4862511_0', '4864809_3']
6127876_0	[47.3827042986367, 8.5398948359708, 455.5307768918574]	['6127875_4', '4865226_0', '6127878_0', '6173333_7', '4868723_5']
6128439_0	[47.38729105179467, 8.540574707364833, 495.9119461448863]	['4863940_3', '6128434_0', '6128439_2']
4857666_10	[47.389278681545356, 8.55344885425173, 643.9476982140914]	['4862119_21', '4862542_9', '4857665_29']
6112553_1	[47.363719485937885, 8.52194794887442, 464.94206442683935]	['6112576_0', '6112550_11', '4861032_2']
4863933_12	[47.38884350784923, 8.532792486089367, 470.1376712759957]	['4856962_0', '6130993_5', '6130955_0']
4865383_6	[47.37782210213677, 8.541828260262262, 455.2357509471476]	['6115267_5', '6057886_6', '6115390_8']
4865789_3	[47.37550903659613, 8.549209483858174, 498.96542704477906]	['4862282_1', '4865565_6', '6106812_0']
4865988_0	[47.373933165535625, 8.535290815797884, 457.20062765013427]	['4865988_1', '4869056_1', '4862318_0']
4865988_1	[47.37365784139874, 8.535890757140635, 457.1397517500445]	['4865988_0', '4862314_0', '4865993_0']
6234825_6	[47.38843234953732, 8.517024726407477, 450.25561394542456]	['6234824_7', '6234122_1', '6133230_3']
4868896_0	[47.37716338487384, 8.539256894789103, 455.28508553281426]	['4862271_9', '4858184_0', '4867323_4']
4862095_0	[47.37065217950482, 8.516802733580688, 463.7299040555954]	['4862095_1', '6112697_0', '4859214_3']
4862095_1	[47.37048101142813, 8.515398324947155, 465.33276762254536]	['4862095_0', '4862097_2', '4862537_0', '4864821_2']
6051103_3	[47.368029176382386, 8.510947244768218, 473.67272200156003]	['4857443_3']
6166972_2	[47.38661526158535, 8.523413911745429, 451.3160074381158]	['6166972_1', '6166537_0', '6159820_0']
6166972_1	[47.38664154953816, 8.523356884563219, 451.46399513818324]	['6166972_2', '4868636_4', '6265787_0', '4863759_0']
6240878_5	[47.36343350206354, 8.534852959926294, 455.57183280959725]	['6389773_10', '6114093_5', '6114093_0']
4865748_2	[47.380121644126795, 8.527962988305958, 455.17662711720914]	['4865742_0', '4865357_0', '4860390_1']
6245590_4	[47.36375290559544, 8.523143917219741, 462.79177344962955]	['6245589_2', '4741761_62', '6245590_0', '6245582_0']
6245590_0	[47.36346220070019, 8.523158184392203, 465.6925275316462]	['6245590_4', '6245583_0', '6245582_0']
6114336_1	[47.36872045846491, 8.528600260222216, 455.99415073450655]	['6114331_1', '6111876_1', '6114340_3', '4865943_0']
6114124_0	[47.36293189461839, 8.529263450646026, 478.6157867619768]	['6113594_1']
4869308_3	[47.38155294753741, 8.513559133622424, 455.2023139130324]	['4858590_0', '4869308_0', '6036999_0']
4869308_0	[47.38061164355555, 8.51264579939294, 456.33372304867953]	['4868871_3', '4869308_3', '6036997_4', '6233976_2']
6115769_0	[47.371844231276874, 8.541196127345566, 458.1982031716034]	['4858086_3', '6115768_0', '6115769_5']
4869770_0	[47.367111316604465, 8.539733535506544, 455.8971929596737]	['4862486_1', '4869757_0', '6246215_0']
4861639_2	[47.38571100492694, 8.519989695303945, 452.1428439458832]	['6481157_1', '6265807_5', '4861639_0', '6132173_3']
4861639_0	[47.386068767091935, 8.518493101745424, 457.364400010556]	['4861348_0', '4861639_2', '6132173_3', '4857983_0']
4858538_1	[47.370230994351076, 8.536069838407627, 457.00963546708226]	['4858538_0', '4858544_0', '4859198_2']
6166581_4	[47.383600176375495, 8.550035224065814, 545.9171804338694]	['4865212_0', '4858227_0', '4865212_7']
4862500_0	[47.372556724932416, 8.528839043039675, 458.6637640390545]	['4862500_3', '6114826_1', '6115193_1']
4862500_3	[47.372608741011064, 8.529298002967634, 458.434164583683]	['4862306_5', '4862500_0', '4858499_0']
4860949_2	[47.36899092479434, 8.55305756046022, 474.25778202619404]	['4859149_4', '6104803_0', '4864837_8', '4857425_1']
6388232_0	[47.380918567472534, 8.511588632559853, 456.03597165830433]	['6233979_0', '6051584_0', '6388239_0']
6117207_0	[47.36665716466549, 8.53155254565542, 456.15863480232656]	['6108948_2', '6117182_2', '6117183_2']
4856959_0	[47.38876222941886, 8.542325063010635, 513.1222855905071]	['4861449_0', '4857963_6', '4861614_0', '4751007_18']
4862275_2	[47.37672404852603, 8.513751206082828, 459.5949038118124]	['4858179_4', '4858941_4', '6114724_1']
4856959_4	[47.38922392140008, 8.541540628406924, 509.15485315490514]	['6127415_0', '4868607_6', '4751007_18', '4867352_3']
4858189_0	[47.37550889641215, 8.540930524446946, 456.0757766291499]	['4865795_0', '4858189_7', '6115560_10']
6245081_2	[47.3768988845398, 8.548615648088392, 501.9533490166068]	['6060607_2', '6245080_1', '4869678_0']
4858146_0	[47.37913960230987, 8.525743502266646, 456.08645911328495]	['6166676_3', '4858267_0', '4865761_2']
6111876_1	[47.368747227660926, 8.528564158647084, 460.5281162811443]	['6114334_0', '6114336_1', '6111879_1']
4869042_1	[47.37218946787206, 8.540758710791698, 463.5967309558764]	['4859183_6', '6115773_3', '6115702_0']
4858598_0	[47.38131667341879, 8.515454658068247, 455.2630361216143]	['6036996_10', '4858598_3', '4861826_0']
6115922_7	[47.374195791271795, 8.533865785150754, 457.2663679458201]	['6115936_0', '6388633_0', '6227717_1']
6245102_0	[47.377013660957445, 8.55365791212709, 522.2479562889785]	['6060777_0', '6245105_1', '6104969_4']
4869083_6	[47.37095984489266, 8.531387854267365, 460.7404226362705]	['6244879_1', '6244883_1', '4869083_0']
4869083_0	[47.37062265850557, 8.531968402553273, 460.4017299991101]	['6244883_1', '4869083_6', '6244886_0']
4864808_0	[47.371724715971126, 8.51954360400715, 461.12531288154423]	['4862087_1', '4858968_2', '4869089_0', '4858085_2']
4869530_11	[47.3756940031846, 8.516608501536503, 459.7607601014897]	['6112703_4', '6240624_1', '6114720_1']
4861955_0	[47.373693443453334, 8.54481992072341, 460.23765813652426]	['4858375_0', '6388312_0', '4859168_0', '4858496_0']
4857437_3	[47.36851756704672, 8.537186508461842, 456.36604150757194]	['4862463_0', '6114403_9', '4860971_0']
6234894_10	[47.38357513274346, 8.515335818129545, 461.633175348863]	['4861683_1', '6037025_5', '6388230_30', '6389355_0']
4858245_0	[47.38126882976775, 8.539033445188405, 453.25444493163377]	['6159882_0', '4858245_10', '4861831_12']
6125379_11	[47.38863518549438, 8.552723731337867, 627.3411344941705]	['4867357_0', '6125366_16', '6125365_10']
4867586_12	[47.38615626662275, 8.548165889832763, 535.2872983096167]	['4867581_0', '6125385_10', '6127542_7', '6127541_5']
6127901_3	[47.37882960375619, 8.5440350246444, 469.6558600021526]	['6127900_0', '6127899_1', '6127898_7']
4863754_0	[47.388509361862845, 8.538678260346494, 490.79862985759974]	['4867566_0', '4861450_3', '4863751_5']
6115566_3	[47.373376307412805, 8.540687599184459, 472.3766632992774]	['6115567_0', '4858372_10', '6245409_0']
4861037_1	[47.3627478539029, 8.548531099897364, 455.10385374259204]	['4861037_0']
4861037_0	[47.36319690274764, 8.549675213657245, 455.6675123209134]	['4861037_1', '6103987_2', '6245652_1']
4866360_0	[47.3623952241629, 8.54729453075079, 455.23203346692026]	['4857486_5']
6112380_2	[47.365099124659345, 8.521400460456153, 464.12596775684506]	['4862691_3', '6112551_3', '6112343_1']
6104673_19	[47.36673175563462, 8.549241275238167, 469.528607130982]	['6104673_0', '6104375_0', '6104674_0']
6106304_0	[47.372845868210646, 8.543732830259632, 459.897996366024]	['6388359_2', '4859184_0', '4859180_2']
6234898_11	[47.383390344224395, 8.515658657959095, 461.321340482682]	['4861683_1', '6166639_8', '6166639_5', '6235139_1']
4858495_0	[47.37375785013731, 8.524682205290553, 458.665768195875]	['4859170_0', '4865545_0', '4869800_7', '4858088_0']
6128415_2	[47.386879264170794, 8.541417330953463, 500.06018764991313]	['6128450_5', '6128414_0', '4870872_5']
4869816_0	[47.37132822569017, 8.527367641472013, 459.49849415477365]	['4867990_0', '6245353_2', '4869807_0']
6106812_0	[47.3750372425891, 8.550862597499895, 498.98300693556666]	['6106810_0', '4865773_10', '4865789_3']
4862535_4	[47.36988810463351, 8.510211088935398, 470.6525444444269]	['4866242_3']
6245248_0	[47.37436321756641, 8.554023939454883, 499.9515985865146]	['4861949_0', '6245248_2', '6104810_0']
6112704_3	[47.373352654327874, 8.517276014802095, 461.35428473260254]	['4861950_0', '4865575_2', '4858510_7']
4870872_5	[47.38668248455711, 8.541549618392828, 499.3745754836127]	['6128415_2', '6128451_2', '6128407_0', '4870872_0', '4861628_4']
6127920_0	[47.38130583463814, 8.542134307826652, 465.6312221046537]	['4858243_4', '6127994_2', '6127916_0']
6115965_1	[47.36911785760841, 8.535802851966569, 456.351848103106]	['6115966_6', '4869630_1', '6227760_5']
6245192_0	[47.37487826865973, 8.550778611902675, 497.9685122529045]	['6106810_0']
4865350_0	[47.381188152684274, 8.532039466370131, 453.5607017520815]	['4861820_10', '4861813_3', '4861815_0']
4868040_3	[47.36261368571289, 8.535256852343913, 455.247592699714]	['4868020_4']
4861355_8	[47.38635584606987, 8.534053751599926, 463.73699079081416]	['4861355_7', '4861355_9', '4865214_0', '4865214_28']
4861355_9	[47.38668049633752, 8.534487589884595, 464.88669419661164]	['4861355_8', '6265757_0', '6127720_0', '6131187_1']
6060605_12	[47.37793072181842, 8.548773978889093, 505.3994589801878]	['6060776_8', '6060608_4', '6060607_0']
6114308_11	[47.367905704997185, 8.529875059491388, 469.86002222727984]	['6114308_10', '4869755_0', '6117207_11', '6111878_5']
6114308_10	[47.367861503486516, 8.529804459487394, 469.8192101661116]	['6114308_11', '6117209_3', '6244356_3', '4865943_0']
4861687_0	[47.38268531247411, 8.534954508358814, 453.4168034326285]	['6159623_38', '4861687_2', '6159653_2', '6246723_1']
4861687_2	[47.382894941372435, 8.53468339638059, 453.0645214077085]	['4861687_0', '6159506_1', '4865221_3']
4858526_0	[47.37057558148316, 8.543722326596841, 458.01101145055145]	['4862511_0', '4858526_6', '6106510_12']
4858526_6	[47.370554489072816, 8.54307124324665, 455.96972375456244]	['4858532_0', '4858527_2', '4858526_0']
6118002_0	[47.36717742617125, 8.51834533178454, 483.02354366518557]	['4862666_2', '6118002_10', '4864596_0']
4865062_3	[47.38793839509708, 8.531796654437107, 456.09207112155855]	['6131185_4', '4867570_11', '6131103_2', '5929980_0']
4865971_0	[47.37180799018748, 8.534135396579423, 458.3514129379764]	['6244872_1', '4865971_5', '4859198_2']
4864607_3	[47.3671599489509, 8.523538003610836, 462.4203697312623]	['4751355_21', '6388834_3', '5967192_0']
4857435_9	[47.36918879783863, 8.548000507882902, 468.2613631542772]	['4862540_2', '4858546_0', '4857435_0']
4865752_3	[47.3797813916724, 8.546557896368904, 506.9417968960479]	['4860385_0', '4865752_0', '4868744_4', '4858261_12']
4865752_0	[47.379324715600035, 8.546925672210024, 505.99563457258046]	['4858261_0', '4865752_3', '4861352_0']
4865548_0	[47.37428288514143, 8.5437852911015, 456.1171421939507]	['4865540_2', '4865978_3', '4861946_0', '4861945_1']
6128013_2	[47.38515933176504, 8.541332703218975, 483.68282767385244]	['6166475_0', '4865209_4', '4863948_7', '4859295_0']
6117278_1	[47.37030601541597, 8.53461409179205, 458.1549033531919]	['6244863_0', '4858533_1', '4858533_1', '4869832_0']
4860385_0	[47.37981386969949, 8.54653199238746, 507.0467370618135]	['4865752_3', '4868744_4', '4860385_4']
6060608_4	[47.377940077548466, 8.548117315022303, 504.21409673430026]	['4868884_0', '4869678_1', '6060605_12']
6114324_0	[47.36895393106412, 8.5277993401643, 459.25833926629275]	['6114322_1', '6388837_7', '6114322_1']
4858582_5	[47.382500143140206, 8.537618040574944, 453.74561116844416]	['4865233_0', '6159661_8', '4863981_15']
4863752_0	[47.38855522130651, 8.536858267914575, 479.8123414972797]	['4868627_0', '4863752_2', '4857968_3']
6057888_0	[47.37833001135175, 8.541403399784437, 455.07983507961035]	['4869323_17', '6150128_0', '4858926_0']
4863752_2	[47.388849171414115, 8.537631796411382, 484.35778380185366]	['4857966_10', '4861450_3', '4863752_0', '4867355_0']
4865547_3	[47.374590750518465, 8.51832660526433, 459.990953351371]	['4862300_6', '4865547_0', '4865550_7']
4865547_0	[47.37424856961966, 8.517736716348255, 460.4634514376521]	['6113035_1', '4865547_3', '4859174_3']
4862482_1	[47.36738751494478, 8.541742720332426, 455.95843737386167]	['4857449_3', '4865952_0', '4866174_0']
6117531_0	[47.36642242096384, 8.540719116442475, 455.4600207656622]	['6117535_0', '6117531_10', '4864610_4', '6114412_5']
6117276_1	[47.37601783584875, 8.535874023953848, 452.6195247275755]	['4868908_0', '4865775_0', '6227667_0', '4868908_3']
6127878_0	[47.378707635050006, 8.542409844499923, 456.5018212348223]	['6127540_0', '6235363_0', '6127876_0']
4861369_0	[47.37829773387642, 8.530384009037514, 456.05201872065663]	['4868881_0', '4858925_4', '4861370_0', '4858271_2']
4859435_1	[47.366684303993026, 8.547471206920612, 457.1135187577456]	['4858800_1', '4862663_1', '4859157_1']
4859210_4	[47.369946923220674, 8.54337545265345, 456.17102370783687]	['4858532_0', '4862101_0', '4859210_0']
4859210_0	[47.36965036827109, 8.543481852738001, 455.49670062214136]	['4859210_4', '4858549_6', '4859213_0']
4868017_0	[47.36483770248295, 8.537710661255277, 455.17624209821224]	['4861007_1', '4868021_0', '4861021_3']
6235366_13	[47.379771272130625, 8.54260237565749, 461.4628121294081]	['6127917_0', '6127916_0', '6127540_0', '6127999_5']
6227712_4	[47.374437261375846, 8.535066070015178, 452.6795203704387]	['4869540_1', '4869540_1', '6227717_1']
4858240_6	[47.38173856291273, 8.550582287202348, 547.3985565798357]	['4858237_0', '4860374_3', '4858578_6']
4858093_0	[47.37391970588904, 8.538835165279368, 459.6030926639214]	['4858093_4', '4859163_4', '4865573_5']
4858093_4	[47.373902856005515, 8.53832881703673, 458.41664744354784]	['4862313_0', '4861947_3', '4858093_0', '4858501_0']
4860971_0	[47.36751948068511, 8.537872884352222, 455.86198894586414]	['4860981_7', '4857437_3', '4869759_2', '4859152_0']
6114016_13	[47.36309495666155, 8.524626199246166, 485.00902176555246]	['6114174_21']
4859476_0	[47.36580041089251, 8.523330592626358, 462.0591729283333]	['5967197_0', '4751355_3', '4741711_29']
6481157_1	[47.38567468992253, 8.52014087372792, 451.6757882181555]	['4861639_2', '6132178_0', '6131908_0']
4867585_10	[47.386877556607274, 8.535074359237685, 466.0695814983919]	['6127656_0', '4856979_1', '6131191_0', '6129712_0']
4869549_0	[47.372064156542066, 8.539618776948464, 460.0642113164067]	['4865527_0', '4861966_2', '4865974_0']
6244319_1	[47.367615387538315, 8.531718941640666, 464.851933744736]	['6108946_4', '6244351_2', '6244318_9']
6128004_4	[47.38137480408652, 8.54092898855956, 456.7292543435469]	['6128000_7', '6127994_0', '6128005_5']
6245695_1	[47.36363999281752, 8.548526924768845, 455.55350023973733]	['6245695_0', '6104362_0', '4864620_0']
6245695_0	[47.36335478036224, 8.54874803932049, 455.557030858472]	['6245695_1', '4859472_2', '6245654_0']
4863555_11	[47.390866349583604, 8.545156098162998, 535.1308579808101]	['6234434_1']
6060776_8	[47.37798917637934, 8.549682883796729, 506.75938721746206]	['6060605_12', '6166670_0', '6166672_6']
4868909_0	[47.37619715331828, 8.524390059401734, 457.9226076696068]	['4865397_5', '4858937_0', '4862276_1', '4858186_0']
4867954_0	[47.368558828576695, 8.537272532333528, 456.46784573141485]	['4862463_0', '4867954_4', '4869759_2']
4867954_5	[47.36869457533848, 8.537536385628496, 456.60722093936056]	['4867954_4', '6244402_5', '6227760_5', '4867954_4']
4867954_4	[47.36867270991583, 8.53749646608753, 456.5863189790398]	['4867954_5', '4867954_0', '6227760_5', '4867954_5']
6234482_0	[47.38956882173949, 8.512318067522655, 450.02032853104174]	['4867354_6', '6037039_2', '6233955_2']
6127716_4	[47.3836110945805, 8.539275456433227, 462.10500014107674]	['4868715_1', '6127869_5', '4865214_28', '6127715_19']
4858801_0	[47.36610701244096, 8.515785895764537, 485.159945637919]	['4858801_1', '4857460_0', '6112589_0']
4858801_1	[47.36639634320289, 8.51691279670911, 485.3700484605506]	['4858801_0', '4866176_0', '4868001_5']
6048814_1	[47.37038358995699, 8.514531104299145, 466.2278963467106]	['4862097_2', '6048820_1', '4866239_5']
6125599_0	[47.38254402232436, 8.552306266653689, 556.8946845689788]	['6125657_0', '6125593_0', '6125598_0']
6128164_0	[47.38579183322836, 8.544195158710487, 506.24526753649116]	['6128165_9', '4861474_0', '6128164_5']
4861965_5	[47.372703343254784, 8.538277536570487, 458.064872183837]	['4858501_0', '4861932_5', '4861966_0']
4867355_0	[47.389778229641706, 8.53630515827307, 485.41965870931745]	['4864778_6', '4857968_3', '4863752_2']
6114343_15	[47.37101437152261, 8.531232013514702, 460.8824352975935]	['4869831_15', '6114326_14', '6114335_2']
6112631_8	[47.36847012145981, 8.517523278971732, 469.76895128842443]	['6114398_0', '4867955_6', '6112614_0']
6245415_3	[47.37214803087932, 8.541763709538253, 455.0798274818808]	['4865533_0', '6245442_4', '6174182_0']
6389803_6	[47.36480743107699, 8.510671995809073, 479.51951734162867]	['6079592_0']
6166643_3	[47.38002757471864, 8.54510280910125, 492.35261277481914]	['4860392_5', '6166641_15', '4865361_2']
4861352_0	[47.37907941439304, 8.546134765940364, 495.3310814788565]	['4861352_9', '4868744_0', '4865752_0']
4868696_0	[47.38609667041026, 8.529634895118074, 452.1491245077923]	['6159822_9', '4857990_12', '4867320_1']
4863763_7	[47.387157052822324, 8.519173704132335, 451.0488336235285]	['6234836_1', '6234830_0', '4863763_0']
4863763_0	[47.38811601885138, 8.520004761895835, 450.6794583387673]	['4863763_7', '6481151_0', '4867576_0']
6411067_0	[47.368378113853, 8.517014835020255, 472.7507054740563]	['6112686_0', '6112634_0', '6112633_0']
4858497_8	[47.37322828233593, 8.550162658423366, 487.48349849227816]	['6245241_0', '4858497_0', '4865565_6']
6233949_0	[47.3887609478533, 8.514189606754607, 449.70759028661996]	['6233947_2']
6125194_22	[47.38981818935101, 8.552442338364791, 620.875285025686]	['4867357_0', '6127129_0', '6125189_25']
4862521_0	[47.37012433037454, 8.552403179525594, 472.61744582187384]	['4864825_0', '4859204_2', '4859199_4']
6245164_0	[47.37772693878501, 8.536065252988037, 456.17180951684713]	['6244944_0', '6244941_0', '4869505_0']
6246698_0	[47.3833478445698, 8.54818253805574, 533.3577175969258]	['4858229_0', '6125413_2', '6125413_2', '6125413_2']
6244933_7	[47.37387721898553, 8.536776680878019, 458.28427900001407]	['4858502_0', '4862313_5', '4862314_1']
6125657_0	[47.38264558859439, 8.55228736954984, 557.3674347745255]	['6125599_0', '4858231_5', '4857669_4']
4865952_0	[47.36781939606757, 8.541774386558503, 456.1322635980323]	['4865952_1', '4862482_1', '4869756_1']
4751681_5	[47.385719061872074, 8.537186437666525, 471.5935227070004]	['4751681_7', '4751007_0', '4751682_3', '6127782_0']
4751681_7	[47.38544091591708, 8.536735694201033, 470.66671326197684]	['4751681_8', '4751682_1', '6127785_9', '4751681_5']
4751681_8	[47.38534091860122, 8.536577403846385, 470.3371374895796]	['4751681_7', '4863942_0', '6127664_0']
6106504_1	[47.37311860868418, 8.543718037799708, 458.72028985247016]	['4858496_2', '6388359_2', '6106505_0']
6239631_0	[47.36809542192552, 8.510825455992672, 473.62966907117516]	['4865948_3']
4858274_2	[47.377977764371494, 8.526710525006731, 456.8755615912378]	['4860396_0', '4858274_0', '4861373_3', '4862270_3']
6048892_1	[47.376101571607116, 8.514885008404844, 459.664412625134]	['4858941_0']
6112506_0	[47.369565438108694, 8.520181904736228, 461.5253827031702]	['6112502_0', '6112508_3', '6112507_0']
6245318_0	[47.37400493558734, 8.540887212807856, 464.8677991591394]	['6245318_13', '4865982_7', '4858092_4']
6114305_1	[47.36718889590806, 8.528000200123348, 469.63380441069603]	['6114286_1', '6114280_8', '6114307_19']
4865763_2	[47.37873957202325, 8.521978645778892, 456.1163034234196]	['4869319_0', '6144231_0', '4865195_0']
4868912_1	[47.37622651534119, 8.548869989065334, 500.6898713801056]	['4858938_12', '6245080_1', '6060607_2']
4864636_0	[47.36600513450193, 8.549195755693184, 459.4385738642886]	['6104369_0', '6104671_0', '4866208_0']
6233865_0	[47.39012095164342, 8.511059745099908, 449.7031284151599]	['4865052_0']
6036774_4	[47.37948127388295, 8.515780525312806, 457.30756787210703]	['4858260_1', '4858270_3', '6036742_0']
4865403_0	[47.37512801950234, 8.545550819186023, 465.0371259441599]	['4865403_1', '4865790_3', '4862281_5']
4861356_0	[47.38483672171227, 8.555327381145887, 619.2435649614781]	['4861356_9']
6048766_0	[47.3703821703151, 8.51423511913304, 466.48819736763835]	['6048767_0', '4866230_3', '6048820_1', '4859205_0']
6103979_0	[47.364988313940074, 8.55375626401579, 471.89565754216164]	['6103979_7', '4861006_4', '6103554_1']
6388359_2	[47.37294425584707, 8.543733002149615, 459.39573594741523]	['6106504_1', '6106304_0', '6388434_2']
4860991_1	[47.36572636553575, 8.53597910159177, 455.6286375867203]	['4860991_0', '4859450_3', '4864622_2', '4861021_3']
4867596_0	[47.386628363409706, 8.552757264175519, 616.0104154404253]	['4857980_0', '4861623_7', '4859276_6']
6234434_1	[47.38993463606816, 8.543732819266685, 524.1827610423788]	['4856956_7', '4863555_11', '4751007_23']
4863759_24	[47.385161329142115, 8.520952639960385, 457.85133210290223]	['4863759_21', '6267925_2', '4863759_21', '6265795_2']
4863759_21	[47.38512237779076, 8.521098014741609, 457.97928916476667]	['4863759_24', '4863759_18', '4863759_24', '6265797_0']
6105033_0	[47.37300610201923, 8.547245025272069, 467.55103014130145]	['4862495_1', '6245254_5', '6105033_7', '6106667_0']
6388656_5	[47.36950005793507, 8.53852523833782, 456.11409457493573]	['4857426_4', '4858531_0', '4862532_0', '4868307_10']
6108945_1	[47.36445718942953, 8.530145041623932, 462.8438676726073]	['4866363_11', '6246327_0', '6246327_0']
6115119_1	[47.37743080453323, 8.519232400522164, 457.7425275044516]	['4858763_0', '6115191_3', '6246057_18']
6115840_0	[47.3691227615987, 8.541786001781851, 456.34480565506965]	['4857441_0', '6273353_1', '4862531_4']
4869063_4	[47.373296310787865, 8.54007077592746, 467.99649658985436]	['6245409_0', '6245455_2', '4865573_5']
6125365_0	[47.38763749210797, 8.553211830040127, 626.9602842144668]	['6125366_16', '6125365_10', '6125378_0']
6112585_13	[47.364465989631306, 8.518221248730132, 482.4038372412324]	['4859467_11', '6112609_14', '6112578_7']
4865213_4	[47.383392096806865, 8.549102976362414, 538.1606718916446]	['4865212_7', '4858578_0', '4859294_0']
6128156_3	[47.385690185988054, 8.538939493068439, 480.20583331771195]	['6127819_2', '6128156_0', '6128158_4']
6130993_5	[47.3891274825394, 8.532216360022822, 471.14749886561185]	['4865055_8', '4863933_12', '4863749_0']
4867568_6	[47.3894179715442, 8.52441444463458, 450.81457718554884]	['6389347_0', '4863757_4', '4861451_0']
6127824_0	[47.385753965967815, 8.537695418809113, 478.01191761996597]	['6127820_0', '6127780_4', '4751682_3']
6127414_0	[47.383067970494395, 8.545326740575913, 511.2813387820497]	['4861682_0', '4868730_0', '6128138_5']
6125029_1	[47.38931623846442, 8.54613340687915, 536.657978949137]	['4856954_0', '4856955_3', '6125028_0']
4862218_2	[47.36869921670424, 8.532830845502394, 460.2149483356625]	['4857351_2', '4859140_6', '4862471_2']
4869976_0	[47.36398540934026, 8.551430117206358, 461.7726569538936]	['4866351_4', '4866217_2', '4870005_6']
6389765_4	[47.365350569246495, 8.547073408682994, 455.7154457606375]	['4864638_0']
6245709_4	[47.36707336073742, 8.534042477025285, 455.93502717185766]	['4869968_4', '4862664_1', '4862220_2']
4864824_0	[47.3710438825642, 8.523407102163075, 460.4092298941687]	['4858521_0', '4869087_0', '4858535_0']
4859283_0	[47.38385122831913, 8.539717733510953, 473.1499187257141]	['4859286_0', '4861363_0', '6127783_3']
6112694_1	[47.36900054981967, 8.514651880523068, 474.8784330645576]	['4858539_0', '6112686_0', '6112690_3']
6245589_6	[47.36325798681441, 8.522486419093273, 466.24074286874384]	['4741825_4']
6245589_2	[47.36402926877318, 8.523198229497337, 466.3219882939011]	['4741761_64', '6245590_4', '6114313_0', '6114313_0']
6125659_1	[47.38356110995065, 8.553898059718748, 576.7523852363229]	['4858231_5', '6125660_5', '4858567_1']
4857496_0	[47.363376362577995, 8.533507275939456, 455.9533392339945]	['6246322_0', '4857496_8', '6113474_4', '4864654_3']
4857496_8	[47.36375270701282, 8.532006288817598, 456.420856022276]	['4860989_0', '4857496_0', '4859480_0']
6111881_0	[47.36942986260029, 8.525928840107552, 461.52196249365807]	['4867952_0', '4859063_0', '4858545_2']
6127721_14	[47.3856367913881, 8.535674530819493, 462.66726319119334]	['6265757_0', '6127715_19', '4863766_7']
4864578_8	[47.369199060108315, 8.518116068069167, 462.8424278469756]	['4864839_10', '4864574_1', '4867955_6']
4858086_0	[47.371579767123556, 8.54141247080576, 455.9736845586449]	['4858086_3', '6115771_0', '4861942_3']
4865364_2	[47.38016732704132, 8.52610126862934, 455.1363788731396]	['6265725_1', '4858596_0', '4858112_0']
4862315_5	[47.37415253065176, 8.516443328319731, 460.63400492072105]	['6388267_0', '4861950_0', '4858500_3']
4869286_15	[47.38326508398983, 8.543411418805535, 490.88974800892174]	['6246716_0', '6128134_0', '4858580_3']
4863778_0	[47.37844358825644, 8.545593134725598, 485.0113103874028]	['4868748_9', '6245190_0', '4867324_0']
6048767_0	[47.37033919755379, 8.514248963249349, 466.4412971297279]	['6048766_0', '4866239_5', '6048820_1', '6048770_0']
4858227_0	[47.383876046326684, 8.550876621807781, 554.8486010534689]	['4865206_0', '6166581_4', '4857669_4', '4863959_0']
4865212_7	[47.383654097076544, 8.549017828540459, 537.1710641551763]	['4865213_4', '4865212_0', '6166581_4', '4869835_0']
6114785_1	[47.37281458157984, 8.525799891084699, 459.2231395179406]	['4859186_2', '4865574_0', '6246299_7']
