nodeId	coords	edges
6159921_0	[47.379826995074275, 8.53936850894511, 453.9579238323495]	['4858117_0', '4861831_0', '4861833_0']
4869786_1	[47.37370137566589, 8.521584305609117, 459.59303245693445]	['6117528_2', '4858368_0', '4858208_3']
4869458_0	[47.36926640154123, 8.531108552553265, 463.6801824439317]	['4859212_2', '4862112_2', '4857433_0']
4869511_5	[47.376170721039756, 8.537493559790185, 455.9304888257757]	['4865775_7', '4868903_0', '4862272_1']
6115325_9	[47.37614498843008, 8.537563305862824, 455.93748664762825]	['4868903_0', '4869527_0', '4858947_0']
4860969_0	[47.36826607305704, 8.511578372354432, 473.2204618891701]	['4865948_3', '4857443_3', '4869777_10', '4859427_0']
4864821_2	[47.370981005854986, 8.514793708009128, 464.71205234806985]	['4869812_4', '4859205_0', '4859191_0', '4862095_1']
6244952_0	[47.37673937609091, 8.544496850863666, 458.0069255447015]	['6115697_5', '6117893_6', '6117850_5']
4860533_0	[47.37808442928535, 8.552650387789207, 531.8391401879489]	['4868882_17']
6114353_18	[47.36835789349317, 8.523722728293585, 461.39601624943316]	['4857452_0', '6114353_0', '6114353_0']
4861618_0	[47.38717571075313, 8.545777849659927, 527.8210069462657]	['4857973_0', '4863936_0', '4861618_4']
6246583_1	[47.384042361079665, 8.540339479757868, 475.5957861756906]	['6246582_4', '4859286_0', '6246586_1']
6036739_5	[47.37861478532909, 8.5119328975347, 459.37872492708266]	['6036683_2']
4869755_0	[47.367910889058855, 8.529883334677931, 469.8650001902133]	['6114172_27', '6113596_1', '6114308_11']
4865369_0	[47.37969538869627, 8.524709287271994, 455.63402801938355]	['4865366_0', '4858259_0', '4858596_3', '4869318_2']
6245570_0	[47.36877084142846, 8.547823041211599, 476.6896473430097]	['6245576_0', '6104539_1', '6104540_2']
4869756_1	[47.3678414419989, 8.542066492672676, 456.2819108068943]	['4865952_0']
4861610_0	[47.387883423984675, 8.540473778022676, 499.31247889157385]	['6128435_0', '4861612_0', '4856965_0']
4857452_0	[47.36815085761068, 8.523954921027432, 461.4613302266225]	['6114353_18', '4750904_0', '5949032_1']
4865366_0	[47.37986218849201, 8.524372772052152, 455.40092487074435]	['4865369_0', '4858150_0', '4868743_0']
4741761_64	[47.363581592489986, 8.522786464626448, 474.6385857630521]	['6245589_2', '4741825_4', '4741730_0', '4741761_62']
4741761_62	[47.36337011273208, 8.522770463778874, 474.8311608545482]	['4741825_6', '6245590_4', '4741761_64', '4741761_0']
4856978_0	[47.38636791154114, 8.538869725385883, 483.0921088065952]	['4751007_3', '6128158_4', '4856978_11']
6114174_21	[47.36484944673275, 8.524709760580908, 476.40029991138726]	['6245582_0', '6114173_2', '6114016_13']
6051546_4	[47.383315874533224, 8.511549844123198, 453.6936628362164]	['6051547_7']
6125660_5	[47.38354755979974, 8.554118540934617, 578.835198524408]	['4858567_1', '6125662_0', '6125659_1']
4869832_0	[47.37021011656468, 8.534717516204706, 454.94905280694366]	['4869630_1', '4858533_1', '6117278_1']
4858085_2	[47.37215506981014, 8.520319953248805, 460.5713941762224]	['4859178_0', '4864808_0', '4858963_0', '4859190_2']
6166670_0	[47.37814594792132, 8.55016831580112, 509.5004825303331]	['6060606_0', '6060776_8', '6388503_0']
4868913_1	[47.37589755002435, 8.527350339605293, 457.5174230020493]	['4868913_0', '6245131_0', '4858950_0']
4868913_0	[47.376198091675164, 8.527836659723881, 457.23613846022636]	['4868913_1', '4865391_3', '4868702_0']
4861373_3	[47.37737681661687, 8.52636102441784, 457.28250358626246]	['4868702_0', '4858274_2', '4858176_3', '4863770_0']
6114398_0	[47.36845030451984, 8.517404802008777, 470.84712274186313]	['6112631_8', '6112634_0', '6112633_0']
6166672_6	[47.378067749246874, 8.550118084539113, 506.31574014760554]	['6060776_8']
4861811_2	[47.38207659811243, 8.544318034892198, 495.7059803614393]	['4858580_3', '4865358_11', '6234213_5']
6131187_1	[47.386773662247776, 8.534615303247229, 465.275318861939]	['6127713_0', '6131189_0', '4861355_9']
4861833_0	[47.38006253994402, 8.539846534732096, 453.72681871429086]	['4861822_0', '4869309_0', '6159921_0']
6116903_5	[47.37499965980412, 8.5399846776924, 456.3880772013217]	['6116926_5', '6115560_10', '4862298_0']
4868003_0	[47.364073490965296, 8.531410163118034, 456.8576083155349]	['4868003_5', '6240880_0', '4868003_5']
4858567_1	[47.383739472735776, 8.5539123057819, 580.6018986552954]	['4858564_7', '6125660_5', '6125659_1']
6265718_3	[47.378767470519705, 8.53291697563615, 455.9312259051949]	['4858925_0', '6265717_1', '4868881_0']
4868743_0	[47.380338822836336, 8.524861809018532, 455.0691713877022]	['6144758_8', '6145019_2', '4865366_0']
6112426_12	[47.36408789869054, 8.515587055836988, 476.2834835695103]	['6245806_0', '6112485_16', '6112426_0']
4858541_1	[47.36946932257187, 8.545613209895597, 472.7790298201144]	['4858541_0', '4862107_5', '4858547_5']
4858541_0	[47.36969545535819, 8.545402654069784, 472.1966442409903]	['4858541_1', '4864830_0', '4868309_0']
4868703_0	[47.386046335825554, 8.55023063228311, 563.6145064337179]	['6125381_0', '4868703_20', '6124985_28']
4858566_0	[47.3844761339509, 8.534938742894155, 453.00107762310654]	['4869273_0', '4858236_4', '4861355_2']
4865951_4	[47.36863510165394, 8.520985625736259, 462.3910352224484]	['4869762_0', '4869632_0', '4869761_0']
6227659_0	[47.37315354884046, 8.53352611895988, 453.65946720633656]	['6227717_1', '6115605_0', '4862307_1']
4865049_0	[47.390328115286515, 8.527785192973736, 456.3187763085589]	['4865049_2']
6116634_5	[47.37197186392205, 8.52942495503375, 458.8377215145156]	['4862306_0', '6116894_7', '4862505_8']
4866015_4	[47.371180263455436, 8.555494126991938, 487.50253234803677]	['4869079_3']
6245587_6	[47.363085572429114, 8.522488714972003, 466.1901962943375]	['4741825_6']
6106505_0	[47.373283078333145, 8.544637178115916, 459.10392793174833]	['4858375_0', '4869799_8', '6106504_1']
4863972_0	[47.38257009169349, 8.529787473854231, 453.2913095243275]	['4858235_3', '6149976_0', '4858238_0', '4858574_0']
6265696_6	[47.373059533183536, 8.532958202153512, 459.3992877434939]	['6115605_0', '6244924_22', '6115936_0', '4866017_7']
6115943_0	[47.37529227750405, 8.533421634458977, 457.34291414916515]	['6115939_10', '6244924_6', '6244918_2']
4866209_2	[47.36531016849406, 8.531687138409357, 456.93406039197]	['4864633_3', '4866198_0', '4866209_0', '6245801_4']
4869762_0	[47.368545497956006, 8.51989486211203, 462.22436861041933]	['4864585_0', '4865951_4', '4857453_0']
6166639_5	[47.38323279381917, 8.515630630456565, 452.2477858318016]	['4865217_10', '6234899_0', '6234898_11', '6166639_8']
6166639_8	[47.38331712983248, 8.51576503692198, 452.3844275213778]	['6234898_11', '6166640_0', '6166639_5']
4869678_1	[47.3773638237226, 8.548368821685592, 502.90436782408506]	['4869678_0', '6245073_0', '6060608_4']
6115125_0	[47.3762539072094, 8.520098745560352, 458.11977153550833]	['4868894_9', '6115191_3', '6115121_0']
4861838_4	[47.38008730226126, 8.528132739827, 455.2225472461432]	['4865742_0', '4861838_0', '6145017_8']
4859278_0	[47.386102417601705, 8.53212853236815, 452.3115999195725]	['4868450_4', '5929981_0', '4861355_2']
6389358_8	[47.38846115213324, 8.514195364328087, 450.4433787660673]	['6037040_0']
4857992_6	[47.38527007753788, 8.543965810141744, 499.52788037993014]	['4865202_7', '4861474_0', '6128104_0']
4867571_0	[47.38766857724168, 8.540921951597541, 501.90359634626657]	['4751007_11', '6128409_1', '4751007_13']
4857669_4	[47.38315396441075, 8.551692473157528, 556.0056893816218]	['4869278_0', '4858227_0', '6125657_0', '4857669_0']
4859150_3	[47.367798834813044, 8.544874495751735, 455.5111918095499]	['6106171_0', '4860967_4', '4857446_0']
6127540_0	[47.3787254695199, 8.542507150710774, 456.6726759457961]	['6127878_0', '4858924_3', '6235366_13', '6128000_7']
4861645_3	[47.3762785175441, 8.516493344445406, 459.4903289452195]	['6114720_1', '4869514_6', '4861645_0']
4861645_0	[47.37695480222693, 8.516386606706508, 459.1166463783011]	['6246124_6', '4865769_4', '4861645_3']
6128164_5	[47.38643620916484, 8.543979805443778, 518.7157782213762]	['6128216_6', '6128215_0', '6128164_0']
4866198_7	[47.36566873650026, 8.529828540388158, 466.19598348252475]	['4859455_0', '6114172_22', '4866198_0']
6233976_2	[47.38097174916278, 8.511743417440414, 456.17367548681796]	['6051584_0', '6233979_0', '6051556_13', '4869308_0']
6166779_0	[47.37969473684022, 8.516318131293671, 457.05946283228695]	['6144228_0', '6234765_1', '4858598_3']
4869551_10	[47.372106300031994, 8.545289270622725, 467.4353828821331]	['4865964_0', '6106506_0', '4858518_7']
4857978_9	[47.38699301278592, 8.539656386141079, 488.9196607628837]	['4751007_7', '4856978_11', '4751007_6']
6114784_7	[47.372905996182446, 8.525800244478608, 459.45589733403176]	['4859170_0', '4865574_0', '4862499_2']
4862519_9	[47.370501468737835, 8.540951563258563, 456.0190009586513]	['4862103_4']
6233979_6	[47.382100456551974, 8.509040759391265, 455.6253992477432]	['6233979_0']
6233979_0	[47.381005469554985, 8.511663218650412, 456.1486667133868]	['6388232_0', '6233976_2', '6051552_0', '6233979_6']
4868715_15	[47.38478101503218, 8.537762931393809, 468.5204260936007]	['4868715_14', '6127715_6', '4868715_14', '4868715_21']
4868715_14	[47.384719401947855, 8.537866636536462, 468.0684847831726]	['4868715_15', '4868715_15', '4868715_10', '4868715_10']
4868715_10	[47.38438249790186, 8.538420985967077, 466.25081846211106]	['6127783_3', '4868715_14', '4868715_14', '4868715_1']
6133069_0	[47.38954110181485, 8.521227993928768, 450.48845376912504]	['6234850_0', '6133224_22', '6133231_6']
6246327_0	[47.364819037145395, 8.530916620542634, 460.6701344354078]	['4859455_10', '6108945_1', '6108945_1']
6127715_19	[47.38381086446942, 8.539040455569394, 463.326707970351]	['6127721_14', '6127716_4', '6127715_6']
4858588_0	[47.38174286962443, 8.542631258683345, 476.57756429724395]	['4865358_11', '6166592_0', '4858255_0']
4857971_0	[47.3892178221652, 8.527399731067847, 451.15410555154085]	['4861451_0', '4856953_1', '4867570_2']
6125189_25	[47.389692240757576, 8.551974919311228, 605.4670903515071]	['6125189_0', '4856964_3', '6125189_0', '6125194_22']
4866610_0	[47.367376694448076, 8.523314894895515, 461.9000209812075]	['4741711_5', '5949032_1', '4860984_0', '4866610_2']
4866610_2	[47.367903797013255, 8.522706582415216, 461.68823887687176]	['4857457_4', '4867965_3', '4866610_0']
4861945_1	[47.37435866910583, 8.542998878686456, 454.9727346356958]	['4859162_1', '6115969_1', '4858205_3', '4865548_0']
6125381_14	[47.384715231095925, 8.550305836933282, 554.2779551604763]	['4865206_0', '6125381_0', '4868703_20']
4858255_0	[47.38157659383902, 8.542697199105609, 474.5979379862547]	['4858243_4', '4858588_0', '4858255_18']
4865375_3	[47.37863405005837, 8.519483803488013, 457.79009015858173]	['6246060_1', '6166781_0', '4858275_3', '4865375_0']
4865375_0	[47.379051928947895, 8.518354295517067, 457.11711896397173]	['4860394_3', '6166778_7', '6234765_1', '4865375_3']
4869824_0	[47.370518253751015, 8.532127932828475, 460.1718455180526]	['4866238_4', '4858534_0', '4859212_0']
4865980_3	[47.37469489216416, 8.547643148519477, 488.75816123746336]	['6245166_0', '6106816_14', '6105035_8']
6131225_2	[47.39000707297079, 8.531745773910956, 472.72164223436266]	['6131222_0', '4863749_0', '6130960_0']
6128245_9	[47.38850623189123, 8.545101347483754, 528.9361650990322]	['4863936_0', '4857965_4', '4857969_0']
6115266_0	[47.37575555800865, 8.541932690280673, 456.01911385171115]	['4868917_0', '6115459_0', '6115268_5']
4858589_0	[47.381448440917005, 8.535883590901774, 453.6981423366815]	['4860379_0', '4858593_0', '4863976_0', '4865233_0']
6150128_0	[47.37844921745899, 8.541132574866682, 454.99479257594794]	['6057888_0', '6388627_0', '6150129_0']
4860984_8	[47.36622185600334, 8.522250314827794, 462.6561449598521]	['4869974_3', '4862680_5', '4860984_0']
4859190_2	[47.37176507985272, 8.520799132504434, 460.6569441827014]	['4862087_1', '4862310_4', '4858085_2', '4869810_0']
4862511_0	[47.37081096674993, 8.543293504232604, 455.56382136419415]	['4858526_0', '4859193_0', '4858527_2']
4863952_11	[47.37742059102362, 8.538992465501373, 455.4396713525057]	['6388627_0', '4869329_0', '4863952_0']
4868903_0	[47.37621602294872, 8.53757466102899, 455.8572872513905]	['6115325_9', '4869511_5', '4862271_0']
4867598_0	[47.38498269364024, 8.532173962679998, 454.59251953754574]	['4861355_2', '4865205_1', '4858558_0']
4861823_2	[47.38061072745057, 8.553865792986072, 556.7082276009023]	['4863985_4', '6125598_0', '4865743_0']
6115191_3	[47.376733985395255, 8.518916192012647, 458.0016894200817]	['6115119_1', '6115125_0', '6115128_1']
6245652_1	[47.36324669056464, 8.549630350798036, 455.66742602549493]	['4861037_0', '6245650_0', '6245654_0']
4865985_0	[47.373812606001046, 8.543699090347177, 456.8974731769413]	['6106503_0', '6106502_0', '4859162_0']
4862271_9	[47.37731539817205, 8.538815217042567, 455.3061283119023]	['6117843_0', '4868896_0', '4862271_0']
6246161_1	[47.36646768942635, 8.544991751311057, 455.31159273162484]	['4866215_11', '6117538_6', '6117726_5']
4857982_3	[47.38695055044491, 8.528471895340873, 451.8620329853147]	['4867583_0', '4857982_0', '4857982_0', '4857982_0']
4857982_0	[47.38653403431017, 8.529039401288898, 451.99156526476145]	['4857990_12', '4857982_3', '4857982_3', '4857982_3']
6388239_0	[47.381057453443965, 8.511218135499442, 455.8639758164063]	['6388232_0']
4865782_1	[47.37575127237866, 8.539255197508725, 456.2838237285614]	['4862291_1', '4868915_2', '4869527_0', '6115270_7']
4858970_0	[47.37172761827563, 8.543801919510777, 462.66988441720605]	['4869045_0', '4869074_3', '4858970_4']
4858970_4	[47.37154913421135, 8.54390365814322, 464.62025387678295]	['4858514_0', '4865973_4', '4858970_0']
6037001_5	[47.379671147853934, 8.515836906932282, 457.2770086126402]	['4858118_4', '4858598_3', '6036997_4']
4858374_2	[47.37406905198345, 8.528419346239419, 458.0531855067238]	['4865552_1', '4869053_1', '4859173_6', '4858374_0']
4858374_0	[47.373727266603765, 8.528790214020809, 458.1077165706083]	['6245324_1', '6245328_1', '4858374_2']
6388626_0	[47.37727551632475, 8.5318445402093, 456.15525399520993]	['6117994_0', '6388625_4', '4861372_4']
4861630_0	[47.38650234491851, 8.53972563488501, 486.62289048638195]	['4856978_11', '4857988_0', '4857985_1']
4858593_0	[47.38100284476126, 8.53517034029679, 453.75304019637406]	['4860380_1', '4858589_0', '4858597_1', '4858584_0']
6127998_3	[47.38046069366782, 8.54216747611715, 462.05742575228214]	['6127999_5', '6127994_2', '6128000_7']
6128435_0	[47.38775875793785, 8.540534488075231, 498.7877479130402]	['4751007_11', '4861610_0', '4751007_10']
6389345_6	[47.389523991367106, 8.522793036986483, 450.6049262052402]	['6389347_0']
4865404_0	[47.374815314317004, 8.552219359519988, 498.6232245499268]	['6245093_1', '4859165_0', '4865404_4']
4868448_0	[47.38993437999393, 8.549228869377668, 560.2532195933163]	['6125186_5', '4870868_0', '4867313_3']
6111879_1	[47.3690797726061, 8.528113522429324, 460.68569033779204]	['6114320_2', '6114332_0', '6111876_1']
4862666_2	[47.36691942823151, 8.518531043238234, 484.2560392394662]	['4868001_5', '6118002_0', '4862666_0']
4862666_0	[47.366373018932656, 8.518923611074587, 486.6340894876048]	['4860994_0', '6112609_14', '4862666_2']
4861027_12	[47.3655600548868, 8.526724413941395, 469.1153945904225]	['6114281_30', '6114307_19', '4861027_0']
4863940_3	[47.38715025990052, 8.539922345434377, 490.745976338163]	['4751007_9', '6128439_0', '4857985_1']
6124985_28	[47.38643516721785, 8.550169016273344, 565.2285389425233]	['4868703_0', '4857974_0', '4868621_40']
6128434_0	[47.38754134465798, 8.540547864569659, 497.50831027701497]	['6128439_0', '4751007_10', '6128434_10']
4862099_7	[47.37015725285729, 8.54479003743735, 468.22504096105695]	['4864828_0', '6106302_0', '4862099_0']
4864812_10	[47.3712824580203, 8.541546264965813, 455.51733600813895]	['4864814_1', '4861942_3', '4864811_4']
4862542_9	[47.390026564551555, 8.55320124352411, 638.062967127189]	['4867357_0', '4865048_0', '6127130_17', '4857666_10']
4859292_0	[47.38312035682868, 8.53126751841028, 453.0353631945327]	['4858238_3', '4861688_0', '4858570_0', '4858228_0']
6244911_4	[47.37610986064451, 8.535635784241101, 456.28952117916197]	['4869516_0', '4868902_1', '4868908_3', '6244911_0']
6114332_0	[47.36878435732011, 8.528632151608806, 460.63294966705143]	['6114331_1', '6111879_1', '6114341_2']
6244911_0	[47.37565232229492, 8.535055804077153, 455.99531592894346]	['6244907_5', '6244924_6', '6244911_4']
6233805_1	[47.387715623626406, 8.524688790756363, 451.3778110956773]	['4868628_0']
4869305_4	[47.38050976128965, 8.53395290893703, 453.54057130403817]	['4860380_0', '4858250_3', '4865355_2']
6149976_0	[47.38190568259856, 8.529236022559862, 453.28362345322967]	['4868735_3', '6145017_8', '4863972_0']
6115966_6	[47.36928315166697, 8.536076725974484, 456.67213511653244]	['6115965_1', '4858544_6', '4858538_0']
6133220_0	[47.39024439471787, 8.516792204589981, 447.84404654987156]	['6133139_3', '6133222_15', '6133220_9']
6240624_1	[47.37518087271833, 8.518513670432975, 459.59020388685167]	['6114778_1', '4869530_11', '6240626_1']
6245455_2	[47.372954893284906, 8.540262120535331, 475.8102068686858]	['6115567_0', '4869063_4', '6115702_0']
6115604_2	[47.372623676534076, 8.534561791966748, 458.149825938046]	['6115607_7', '4859177_0', '6115603_12']
6115953_0	[47.37109720611514, 8.536369689886095, 456.8120425203815]	['6115951_0', '6115954_0', '6115960_3', '6115955_0']
4868003_5	[47.36446221567577, 8.531489458927323, 456.773500953801]	['4857484_0', '6240880_0', '4868003_0', '4868003_0']
6117203_1	[47.36619935661863, 8.532207761695277, 457.56218548770994]	['6117183_2', '6244351_4', '6244351_4']
